Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable
INC-1175,Theft,FISH HOEK,Contents,,,,2025-11-21 00:00:00,27660.67,Home contents - Theft,Theft,FISH HOEK,FISH HOEK,True,False
INC-1176,Theft,TABLEVIEW,Contents,,,,2025-11-20 11:00:00,14444.0,Home contents - Theft,Theft,TABLEVIEW,TABLEVIEW,True,True
INC-1177,Theft,WYNBERG,Contents,,,,2025-11-20 09:00:00,5997.0,Home contents - Theft,Theft,WYNBERG,WYNBERG,True,True
INC-1178,Theft,OAKDALE,Vehicle,NISSAN,X TRAIL 2.0 dCi 4X2 XE (R82/R88)-2010-2014,2013.0,2025-11-20 05:30:00,28809.2,Motor Vehicle - Theft,Theft,OAKDALE,OAKDALE,True,True
INC-1179,Theft,OAKDALE,Vehicle,TOYOTA,COROLLA 160i GLE-1996-1999,1999.0,2025-11-20 05:30:00,15789.0,Motor Vehicle - Theft,Theft,OAKDALE,OAKDALE,True,True
INC-1180,Theft,KENMARE,Contents,,,,2025-11-20 02:30:00,13249.0,Home contents - Theft,Theft,KENMARE,KENMARE,True,True
INC-1181,Theft,VAAL MARINA,Contents,,,,2025-11-20 02:09:00,94070.94,Home contents - Theft,Theft,VAAL MARINA,VAAL MARINA,True,True
INC-1182,Theft,WILKOPPIES,Contents,,,,2025-11-19 22:35:00,23034.38,Home contents - Theft,Theft,WILKOPPIES,WILKOPPIES,True,True
INC-1183,Theft,SANTOS BAY,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI HIGHLINE (81KW)-2014-2018,2017.0,2025-11-19 19:03:00,3018.17,Motor Vehicle - Theft,Theft,SANTOS BAY,SANTOS BAY,True,True
INC-1184,Theft,WYNBERG,Vehicle,JEEP,WRANGLER 2.8 CRD SAHARA 2Dr A/T-2007-2016,2010.0,2025-11-19 13:00:00,201591.65,Motor Vehicle - Theft,Theft,WYNBERG,WYNBERG,True,True
INC-1185,Theft,BETHAL,Vehicle,ISUZU,D-MAX 3.0 Ddi LS 4X4 A/T D/C P/U-2022-,2023.0,2025-11-19 08:00:00,9314.77,Motor Vehicle - Theft,Theft,BETHAL,BETHAL,True,True
INC-1186,Theft,UMHLANGA ROCKS,Contents,,,,2025-11-19 04:02:00,24697.0,Home contents - Theft,Theft,UMHLANGA ROCKS,UMHLANGA ROCKS,True,True
INC-1187,Theft,RETREAT,Contents,,,,2025-11-19 03:45:30,8250.0,Home contents - Theft,Theft,RETREAT,RETREAT,True,True
INC-1188,Theft,LONEHILL,Vehicle,LAND ROVER,DISCOVERY SPORT 2.0i4 D SE-2016-2020,2018.0,2025-11-18 18:00:00,19142.04,Motor Vehicle - Theft,Theft,LONEHILL,LONEHILL,True,True
INC-1189,Theft,PROTEA HEIGHTS,Contents,,,,2025-11-18 13:45:00,10949.0,Home contents - Theft,Theft,PROTEA HEIGHTS,PROTEA HEIGHTS,True,True
INC-1190,Theft,RUSTENBURG,Contents,,,,2025-11-18 02:00:00,26654.01,Home contents - Theft,Theft,RUSTENBURG,RUSTENBURG,True,True
INC-1191,Theft,LYME PARK,Contents,,,,2025-11-17 12:30:19,14899.0,Home contents - Theft,Theft,LYME PARK,LYME PARK,True,True
INC-1192,Burglary,WATERKLOOF RIDGE,Contents,,,,2025-11-17 03:00:00,11652.4,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True
INC-1193,Theft,DOORNPOORT,Contents,,,,2025-11-16 20:22:00,61444.0,Home contents - Theft,Theft,DOORNPOORT,DOORNPOORT,True,True
INC-1194,Theft,FRAMTON,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 CONCEPTLINE 5DR-2014-2018,2015.0,2025-11-16 20:00:00,14200.0,Motor Vehicle - Theft,Theft,FRAMTON,FRAMTON,True,True
INC-1195,Theft,PRETORIA,Contents,,,,2025-11-16 16:30:00,19900.0,Home contents - Theft,Theft,PRETORIA,PRETORIA,True,True
INC-1197,Theft,TABLE VIEW,Contents,,,,2025-11-16 04:30:00,26927.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True
INC-1198,Theft,TABLE VIEW,Contents,,,,2025-11-16 03:30:00,9269.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True
INC-1199,Theft,DE DUIN,Contents,,,,2025-11-16 02:00:00,3000.0,Home contents - Theft,Theft,DE DUIN,DE DUIN,True,True
INC-1200,Theft,SONNEGLANS,Contents,,,,2025-11-16 02:00:00,7859.99,Home contents - Theft,Theft,SONNEGLANS,SONNEGLANS,True,True
INC-1201,Theft,CARLETONVILLE,Contents,,,,2025-11-16 00:00:00,7799.0,Home contents - Theft,Theft,CARLETONVILLE,CARLETONVILLE,True,False
INC-1202,Theft,SASOLBURG,Contents,,,,2025-11-15 23:12:00,29999.0,Home contents - Theft,Theft,SASOLBURG,SASOLBURG,True,True
INC-1203,Theft,HARTEBEESPOORT,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-,2020.0,2025-11-15 21:35:00,516000.45,Motor Vehicle - Theft,Theft,HARTEBEESPOORT,HARTEBEESPOORT,True,True
INC-1204,Theft,ARBORETUM,Contents,,,,2025-11-15 17:50:00,13972.0,Home contents - Theft,Theft,ARBORETUM,ARBORETUM,True,True
INC-1205,Theft,MAYFAIR WEST,Vehicle,TOYOTA,COROLLA 1.8 EXCLUSIVE-2007-2010,2008.0,2025-11-15 16:10:00,124248.41,Motor Vehicle - Theft,Theft,MAYFAIR WEST,MAYFAIR WEST,True,True
INC-1206,Theft,MAYFAIR WEST,Contents,,,,2025-11-15 16:10:00,8689.65,Home contents - Theft,Theft,MAYFAIR WEST,MAYFAIR WEST,True,True
INC-1207,Theft,PARKHURST,Vehicle,TOYOTA,FORTUNER 3.0D-4D 4X4-2011-2017,2015.0,2025-11-15 15:00:00,336836.7,Motor Vehicle - Theft,Theft,PARKHURST,PARKHURST,True,True
INC-1208,Theft,GARSFONTEIN,Contents,,,,2025-11-15 13:02:00,14889.6,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True
INC-1209,Theft,SOMERSET WEST,Contents,,,,2025-11-15 13:00:00,35171.6,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-1210,Theft,CRAIGHALL,Contents,,,,2025-11-15 11:47:00,135636.64,Home contents - Theft,Theft,CRAIGHALL,CRAIGHALL,True,True
INC-1211,Theft,PAROW,Contents,,,,2025-11-15 11:30:00,33643.0,Home contents - Theft,Theft,PAROW,PAROW,True,True
INC-1212,Theft,SUNWARD PARK,Vehicle,TOYOTA,FORTUNER 2.8GD-6 R/B A/T-2016-2020,2019.0,2025-11-15 11:00:00,11279.68,Motor Vehicle - Theft,Theft,SUNWARD PARK,SUNWARD PARK,True,True
INC-1213,Theft,CENTURION CENTRAL,Contents,,,,2025-11-15 10:45:00,24895.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True
INC-1214,Theft,WATERKLOOF RIDGE,Contents,,,,2025-11-15 04:00:00,27204.0,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True
INC-1215,Theft,LAKESIDE,Contents,,,,2025-11-15 00:00:00,197541.36,Home contents - Theft,Theft,LAKESIDE,LAKESIDE,True,False
INC-1217,Theft,EMMARENTIA,Vehicle,TOYOTA,COROLLA CROSS 1.8 XR HYBRID-2025-,2025.0,2025-11-14 21:13:00,556856.95,Motor Vehicle - Theft,Theft,EMMARENTIA,EMMARENTIA,True,True
INC-1219,Theft,WAPADRAND,Contents,,,,2025-11-14 15:30:00,60100.0,Home contents - Theft,Theft,WAPADRAND,WAPADRAND,True,True
INC-1220,Theft,BALLITO,Contents,,,,2025-11-14 15:00:00,449339.0,Home contents - Theft,Theft,BALLITO,BALLITO,True,True
INC-1221,Theft,MENLYN,Vehicle,TOYOTA,PRADO VX-L 3.0D A/T-2017-2020,2020.0,2025-11-14 12:57:00,15326.05,Motor Vehicle - Theft,Theft,MENLYN,MENLYN,True,True
INC-1222,Theft,BRANDWACHT,Contents,,,,2025-11-14 08:00:00,17648.0,Home contents - Theft,Theft,BRANDWACHT,BRANDWACHT,True,True
INC-1223,Theft,BROADWOOD,Contents,,,,2025-11-14 05:31:00,4000.0,Home contents - Theft,Theft,BROADWOOD,BROADWOOD,True,True
INC-1224,Theft,SOMERSET WEST,Contents,,,,2025-11-14 02:00:00,214157.29,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-1225,Theft,GREENSTONE HILL,Vehicle,SUZUKI,SWIFT 1.4T SPORT-2019-,2020.0,2025-11-14 00:00:00,7619.7,Motor Vehicle - Theft,Theft,GREENSTONE HILL,GREENSTONE HILL,True,False
INC-1226,Theft,MOUNT VERNON,Contents,,,,2025-11-13 21:50:00,1299.0,Home contents - Theft,Theft,MOUNT VERNON,MOUNT VERNON,True,True
INC-1227,Theft,BOKSBURG,Contents,,,,2025-11-13 18:00:00,7328.0,Home contents - Theft,Theft,BOKSBURG,BOKSBURG,True,True
INC-1228,Theft,JAMESTOWN,Contents,,,,2025-11-13 03:06:00,3673.1,Home contents - Theft,Theft,JAMESTOWN,JAMESTOWN,True,True
INC-1229,Theft,FONTAINEBLEAU,Contents,,,,2025-11-12 15:03:00,8645.65,Home contents - Theft,Theft,FONTAINEBLEAU,FONTAINEBLEAU,True,True
INC-1231,Theft,DELMAS,Contents,,,,2025-11-12 04:00:00,12160.26,Home contents - Theft,Theft,DELMAS,DELMAS,True,True
INC-1232,Theft,GARDENIA PARK,Contents,,,,2025-11-12 04:00:00,10999.0,Home contents - Theft,Theft,GARDENIA PARK,GARDENIA PARK,True,True
INC-1233,Theft,ELANDSPARK,Contents,,,,2025-11-12 03:30:00,7078.36,Home contents - Theft,Theft,ELANDSPARK,ELANDSPARK,True,True
INC-1235,Theft,WESTDENE,Vehicle,TOYOTA,COROLLA 1.8 EXCLUSIVE A/T-2007-2010,2008.0,2025-11-11 18:30:00,89841.65,Motor Vehicle - Theft,Theft,WESTDENE,WESTDENE,True,True
INC-1236,Theft,KEW,Vehicle,FORD,RANGER 2.2TDCi XL 4X4 P/U D/C-2015-2020,2016.0,2025-11-11 18:06:00,3187.25,Motor Vehicle - Theft,Theft,KEW,KEW,True,True
INC-1237,Theft,CHASE VALLEY,Contents,,,,2025-11-11 15:00:00,48506.0,Home contents - Theft,Theft,CHASE VALLEY,CHASE VALLEY,True,True
INC-1238,Theft,NORWOOD,Contents,,,,2025-11-11 14:00:19,28946.0,Home contents - Theft,Theft,NORWOOD,NORWOOD,True,True
INC-1239,Theft,MORNINGSIDE,Vehicle,RENAULT,SANDERO 1.6 STEPWAY-2010-2015,2014.0,2025-11-11 13:04:00,1498.74,Motor Vehicle - Theft,Theft,MORNINGSIDE,MORNINGSIDE,True,True
INC-1240,Theft,EQUESTRIA,Vehicle,NISSAN,NAVARA 2.5DDTI PRO-4X 4X4 A/T D/C P/U-2021-,2023.0,2025-11-10 14:15:00,739317.5,Motor Vehicle - Theft,Theft,EQUESTRIA,EQUESTRIA,True,True
INC-1241,Theft,SUNRIDGE PARK,Contents,,,,2025-11-10 14:00:23,5852.0,Home contents - Theft,Theft,SUNRIDGE PARK,SUNRIDGE PARK,True,True
INC-1242,Theft,CAPE TOWN,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI TRENDLINE (66KW)-2014-2018,2016.0,2025-11-10 13:00:00,6893.33,Motor Vehicle - Theft,Theft,CAPE TOWN,CAPE TOWN,True,True
INC-1243,Theft,FISH HOEK,Vehicle,TOYOTA,FORTUNER 2.4GD-6 R/B A/T-2016-2020,2019.0,2025-11-10 08:31:00,10260.58,Motor Vehicle - Theft,Theft,FISH HOEK,FISH HOEK,True,True
INC-1244,Theft,DAINFERN,Contents,,,,2025-11-10 08:30:00,17499.0,Home contents - Theft,Theft,DAINFERN,DAINFERN,True,True
INC-1245,Theft,STRAND,Vehicle,SUZUKI,SWIFT 1.5 GLS-2008-2012,2008.0,2025-11-10 07:30:30,13121.42,Motor Vehicle - Theft,Theft,STRAND,STRAND,True,True
INC-1246,Theft,STRAND,Vehicle,HYUNDAI,H-1 GLS 2.4 CVVT/ 2.4 EXECUTIVE-2009-2023,2014.0,2025-11-10 07:30:30,9963.9,Motor Vehicle - Theft,Theft,STRAND,STRAND,True,True
INC-1247,Theft,RANDHART,Contents,,,,2025-11-10 04:14:00,5499.0,Home contents - Theft,Theft,RANDHART,RANDHART,True,True
INC-1248,Theft,GONUBIE,Contents,,,,2025-11-10 01:20:00,11471.0,Home contents - Theft,Theft,GONUBIE,GONUBIE,True,True
INC-1249,Theft,CLIFTON,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI TRENDLINE (66KW)-2014-2018,2016.0,2025-11-09 17:23:00,5750.0,Motor Vehicle - Theft,Theft,CLIFTON,CLIFTON,True,True
INC-1250,Theft,CLIFTON,Contents,,,,2025-11-09 17:23:00,300.0,Home contents - Theft,Theft,CLIFTON,CLIFTON,True,True
INC-1251,Armed Robbery,CONSTANTIA KLOOF,Contents,,,,2025-11-09 14:40:00,202519.0,Home contents - Theft,Theft,CONSTANTIA KLOOF,CONSTANTIA KLOOF,True,True
INC-1252,Theft,FREEDOM PARK,Contents,,,,2025-11-09 13:00:00,27653.0,Home contents - Theft,Theft,FREEDOM PARK,FREEDOM PARK,True,True
INC-1253,Theft,DURBAN NORTH,Contents,,,,2025-11-08 17:00:10,255780.05,Home contents - Theft,Theft,DURBAN NORTH,DURBAN NORTH,True,True
INC-1254,Theft,WELTEVREDENPARK,Vehicle,TOYOTA,C-HR 1.2T-2017-,2017.0,2025-11-08 13:00:00,220541.65,Motor Vehicle - Theft,Theft,WELTEVREDENPARK,WELTEVREDENPARK,True,True
INC-1255,Theft,WENTWORTH,Vehicle,VOLKSWAGEN,T-CROSS 1.5 TSI R-LINE DSG-2020-,2023.0,2025-11-08 11:36:00,102735.33,Motor Vehicle - Theft,Theft,WENTWORTH,WENTWORTH,True,True
INC-1257,Theft,MEYERTON,Contents,,,,2025-11-08 09:30:18,471697.93,Home contents - Theft,Theft,MEYERTON,MEYERTON,True,True
INC-1258,Theft,VERULAM,Contents,,,,2025-11-08 08:30:00,13133.0,Home contents - Theft,Theft,VERULAM,VERULAM,True,True
INC-1259,Theft,HATFIELD,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 BLUELINE 5Dr-2011-2014,2011.0,2025-11-08 08:00:00,81241.65,Motor Vehicle - Theft,Theft,HATFIELD,HATFIELD,True,True
INC-1260,Theft,PINEVIEW,Contents,,,,2025-11-08 03:44:00,1898.0,Home contents - Theft,Theft,PINEVIEW,PINEVIEW,True,True
INC-1261,Theft,BOULDERS,Vehicle,HYUNDAI,i20 1.6-2009-2012,2010.0,2025-11-07 14:30:00,7341.0,Motor Vehicle - Theft,Theft,BOULDERS,BOULDERS,True,True
INC-1262,Theft,MEYERSDAL,Vehicle,RENAULT,KWID 1.0 EXPRESSION 5DR-2016-2020,2019.0,2025-11-07 14:00:00,3753.85,Motor Vehicle - Theft,Theft,MEYERSDAL,MEYERSDAL,True,True
INC-1263,Theft,SANDTON,Contents,,,,2025-11-07 11:17:33,16350.0,Home contents - Theft,Theft,SANDTON,SANDTON,True,True
INC-1264,Theft,WELTEVREDENPARK,Vehicle,FORD,RANGER 2.2TDCi XL P/U D/C-2011-2016,2015.0,2025-11-07 03:59:00,216561.68,Motor Vehicle - Theft,Theft,WELTEVREDENPARK,WELTEVREDENPARK,True,True
INC-1265,Theft,MONTGOMERY PARK,Contents,,,,2025-11-07 00:51:00,82956.82,Home contents - Theft,Theft,MONTGOMERY PARK,MONTGOMERY PARK,True,True
INC-1266,Theft,CRAIGHALL PARK,Contents,,,,2025-11-07 00:00:00,13689.0,Home contents - Theft,Theft,CRAIGHALL PARK,CRAIGHALL PARK,True,False
INC-1268,Theft,RANDPARKRIF,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B-2011-2017,2011.0,2025-11-06 16:01:00,242200.0,Motor Vehicle - Theft,Theft,RANDPARKRIF,RANDPARKRIF,True,True
INC-1270,Theft,FOURWAYS,Contents,,,,2025-11-06 09:30:00,7273.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True
INC-1271,Theft,BROOKLYN,Vehicle,TOYOTA,LANDCRUISER 300 V6 3.3D ZX-2021-,2023.0,2025-11-06 09:20:00,1871532.74,Motor Vehicle - Theft,Theft,BROOKLYN,BROOKLYN,True,True
INC-1272,Theft,WESTDENE,Vehicle,ISUZU,KB 250 D-TEQ HO X-RIDER P/U D/C-2016-2016,2016.0,2025-11-06 08:00:00,5713.7,Motor Vehicle - Theft,Theft,WESTDENE,WESTDENE,True,True
INC-1273,Theft,OAKDENE,Contents,,,,2025-11-06 03:00:00,109041.0,Home contents - Theft,Theft,OAKDENE,OAKDENE,True,True
INC-1274,Theft,GA-RANKUWA UNIT 8,Contents,,,,2025-11-06 00:00:00,5821.3,Home contents - Theft,Theft,GA-RANKUWA UNIT 8,GA-RANKUWA UNIT 8,True,False
INC-1275,Theft,NELSPRUIT,Contents,,,,2025-11-05 23:33:37,65263.5,Home contents - Theft,Theft,NELSPRUIT,NELSPRUIT,True,True
INC-1276,Theft,HILLCREST,Contents,,,,2025-11-05 17:45:41,14249.0,Home contents - Theft,Theft,HILLCREST,HILLCREST,True,True
INC-1277,Theft,KENTON-ON-SEA,Vehicle,FORD,RANGER 3.2TDCi XLT A/T P/U D/C-2011-2016,2013.0,2025-11-05 08:17:11,3358.01,Motor Vehicle - Theft,Theft,KENTON-ON-SEA,KENTON-ON-SEA,True,True
INC-1278,Theft,KLIPKOP,Contents,,,,2025-11-04 12:00:00,15465.96,Home contents - Theft,Theft,KLIPKOP,KLIPKOP,True,True
INC-1279,Theft,KRUGERSDORP NORTH,Vehicle,TOYOTA,HILUX 3.0D-4D LEGEND 45 R/B A/T P/U D/C-2014-2016,2015.0,2025-11-04 06:28:00,325312.51,Motor Vehicle - Theft,Theft,KRUGERSDORP NORTH,KRUGERSDORP NORTH,True,True
INC-1280,Theft,RISECLIFF,Contents,,,,2025-11-04 06:00:26,4497.0,Home contents - Theft,Theft,RISECLIFF,RISECLIFF,True,True
INC-1281,Theft,KUILS RIVER,Vehicle,TOYOTA,HILUX 2.4 GD-6 RB RAIDER P/U E/CAB-2020-,2020.0,2025-11-04 03:00:00,34046.56,Motor Vehicle - Theft,Theft,KUILS RIVER,KUILS RIVER,True,True
INC-1282,Theft,OLYMPUS AH,Contents,,,,2025-11-03 16:00:00,5500.0,Home contents - Theft,Theft,OLYMPUS AH,OLYMPUS AH,True,True
INC-1283,Theft,KYALAMI GARDENS,Contents,,,,2025-11-03 12:00:00,50000.0,Home contents - Theft,Theft,KYALAMI GARDENS,KYALAMI GARDENS,True,True
INC-1284,Theft,DURBANVILLE,Contents,,,,2025-11-03 11:00:00,40974.0,Home contents - Theft,Theft,DURBANVILLE,DURBANVILLE,True,True
INC-1285,Theft,WATERKLOOF RIDGE,Contents,,,,2025-11-03 02:16:21,73760.42,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True
INC-1286,Theft,GREENSIDE,Vehicle,VOLKSWAGEN,POLO 2.0 GTI DSG (147KW)-2017-2022,2019.0,2025-11-03 01:00:00,64338.53,Motor Vehicle - Theft,Theft,GREENSIDE,GREENSIDE,True,True
INC-1287,Theft,BLOUBERGRANT,Vehicle,CHEVROLET,AVEO 1.6 L 5Dr-2008-2016,2012.0,2025-11-02 14:00:00,21911.47,Motor Vehicle - Theft,Theft,BLOUBERGRANT,BLOUBERGRANT,True,True
INC-1288,Theft,HALFWAY GARDENS,Vehicle,FORD,KUGA 1.5 ECOBOOST AMBIENTE A/T-2015-2017,2015.0,2025-11-02 13:18:00,6450.12,Motor Vehicle - Theft,Theft,HALFWAY GARDENS,HALFWAY GARDENS,True,True
INC-1289,Theft,BOSMONT,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI HIGHLINE (81KW)-2014-2018,2017.0,2025-11-02 12:55:00,65246.07,Motor Vehicle - Theft,Theft,BOSMONT,BOSMONT,True,True
INC-1291,Theft,BELA-BELA,Contents,,,,2025-11-02 02:00:00,4535.0,Home contents - Theft,Theft,BELA-BELA,BELA-BELA,True,True
INC-1292,Theft,BRYANSTON,Contents,,,,2025-11-02 00:00:00,27880.82,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,False
INC-1293,Theft,DOUGLASDALE EXT 19,Contents,,,,2025-11-01 22:00:00,10000.0,Home contents - Theft,Theft,DOUGLASDALE EXT 19,DOUGLASDALE EXT 19,True,True
INC-1294,Theft,PAULSHOF,Contents,,,,2025-11-01 19:44:00,80688.0,Home contents - Theft,Theft,PAULSHOF,PAULSHOF,True,True
INC-1295,Theft,MONUMENT PARK,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2021-,2021.0,2025-11-01 18:03:00,316949.97,Motor Vehicle - Theft,Theft,MONUMENT PARK,MONUMENT PARK,True,True
INC-1296,Theft,WATERFRONT,Contents,,,,2025-11-01 15:30:16,25999.0,Home contents - Theft,Theft,WATERFRONT,WATERFRONT,True,True
INC-1297,Hijack,ALBERTON NORTH,Vehicle,PORSCHE,CAYENNE GTS TIP (E2 GEN II)-2015-2018,2016.0,2025-11-01 13:46:00,816696.43,Motor Vehicle - Theft,Hijack,ALBERTON NORTH,ALBERTON NORTH,True,True
INC-1298,Theft,SEBENZA,Vehicle,SUZUKI,XL6 1.5 GL A/T-2023-,2025.0,2025-11-01 09:00:30,1750.0,Motor Vehicle - Theft,Theft,SEBENZA,SEBENZA,True,True
INC-1299,Theft,RUIMSIG AH,Contents,,,,2025-11-01 03:34:00,10843.0,Home contents - Theft,Theft,RUIMSIG AH,RUIMSIG AH,True,True
INC-1300,Theft,PHOENIX INDUSTRIAL,Contents,,,,2025-11-01 00:30:00,36897.61,Home contents - Theft,Theft,PHOENIX INDUSTRIAL,PHOENIX INDUSTRIAL,True,True
INC-1301,Theft,ANDEON,Contents,,,,2025-11-01 00:00:00,16590.0,Home contents - Theft,Theft,ANDEON,ANDEON,True,False
INC-1302,Burglary,MILNERTON,Contents,,,,2025-10-31 22:00:00,182092.35,Home contents - Theft,Theft,MILNERTON,MILNERTON,True,True
INC-1303,Theft,GLENMARAIS,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2021-,2022.0,2025-10-31 21:24:00,358050.78,Motor Vehicle - Theft,Theft,GLENMARAIS,GLENMARAIS,True,True
INC-1305,Theft,TZANEEN,Contents,,,,2025-10-31 20:45:00,22585.0,Home contents - Theft,Theft,TZANEEN,TZANEEN,True,True
INC-1306,Hijack,HEATHERVIEW,Vehicle,MERCEDES-BENZ,GLC COUPE 250d AMG-2016-2020,2017.0,2025-10-31 20:30:00,78630.9,Motor Vehicle - Theft,Hijack,HEATHERVIEW,HEATHERVIEW,True,True
INC-1307,Theft,PARKMORE,Contents,,,,2025-10-31 20:00:00,14499.0,Home contents - Theft,Theft,PARKMORE,PARKMORE,True,True
INC-1308,Attempted Theft,PHILADELPHIA,Vehicle,VOLKSWAGEN,CITI GOLF 1.6 L A/T-1988-1994,1994.0,2025-10-31 19:35:00,2806.57,Motor Vehicle - Theft,Theft,PHILADELPHIA,PHILADELPHIA,True,True
INC-1309,Theft,HILLCREST,Vehicle,CHEVROLET,UTILITY 1.8 SPORT P/U S/C-2011-2018,2015.0,2025-10-31 12:00:00,4584.83,Motor Vehicle - Theft,Theft,HILLCREST,HILLCREST,True,True
INC-1310,Theft,PRETORIA,Vehicle,TOYOTA,STARLET CROSS 1.5XR A/T-2024-,2025.0,2025-10-31 11:13:00,5929.22,Motor Vehicle - Theft,Theft,PRETORIA,PRETORIA,True,True
INC-1311,Theft,BAYVIEW,Vehicle,TOYOTA,COROLLA 2.0 XR CVT-2022-,2022.0,2025-10-31 11:00:00,344649.97,Motor Vehicle - Theft,Theft,BAYVIEW,BAYVIEW,True,True
INC-1312,Theft,PARKHILL GARDENS,Contents,,,,2025-10-31 08:16:00,6849.28,Home contents - Theft,Theft,PARKHILL GARDENS,PARKHILL GARDENS,True,True
INC-1313,Theft,BOSONIA,Contents,,,,2025-10-31 03:00:00,4250.0,Home contents - Theft,Theft,BOSONIA,BOSONIA,True,True
INC-1314,Hijack,KWADUKUZA EXT 14,Vehicle,TOYOTA,STARLET 1.4 Xs-2020-2023,2021.0,2025-10-30 20:00:00,188641.65,Motor Vehicle - Theft,Hijack,KWADUKUZA EXT 14,KWADUKUZA EXT 14,True,True
INC-1315,Theft,SEA VIEW,Vehicle,VOLKSWAGEN,POLO VIVO 1.4-2010-2014,2014.0,2025-10-30 13:00:00,115349.97,Motor Vehicle - Theft,Theft,SEA VIEW,SEA VIEW,True,True
INC-1316,Theft,BALLITO HILLS,Contents,,,,2025-10-30 03:30:00,27348.0,Home contents - Theft,Theft,BALLITO HILLS,BALLITO HILLS,True,True
INC-1317,Theft,THESENS ISLAND,Contents,,,,2025-10-30 01:00:00,25000.0,Home contents - Theft,Theft,THESENS ISLAND,THESENS ISLAND,True,True
INC-1318,Theft,SILVERTON,Contents,,,,2025-10-30 00:00:00,164891.0,Home contents - Theft,Theft,SILVERTON,SILVERTON,True,False
INC-1319,Theft,PLETTENBERG BAY,Contents,,,,2025-10-29 21:00:00,37005.0,Home contents - Theft,Theft,PLETTENBERG BAY,PLETTENBERG BAY,True,True
INC-1320,Theft,UMHLANGA,Vehicle,TOYOTA,COROLLA CROSS 1.8 GR-S HYBRID-2025-,2025.0,2025-10-29 18:20:00,255263.28,Motor Vehicle - Theft,Theft,UMHLANGA,UMHLANGA,True,True
INC-1321,Theft,JOHANNESBURG,Vehicle,AUDI,A1 1.0T FSi S STRONIC 3Dr (25 TFSi)-2015-2020,2017.0,2025-10-29 16:14:00,112943.9,Motor Vehicle - Theft,Theft,JOHANNESBURG,JOHANNESBURG,True,True
INC-1322,Theft,LYNNWOOD,Vehicle,TOYOTA,COROLLA CROSS 1.8 XI-2021-,2023.0,2025-10-29 14:26:00,325454.17,Motor Vehicle - Theft,Theft,LYNNWOOD,LYNNWOOD,True,True
INC-1323,Theft,BROOKLANDS LIFESTYLE ESTATE,Contents,,,,2025-10-28 16:00:00,4499.0,Home contents - Theft,Theft,BROOKLANDS LIFESTYLE ESTATE,BROOKLANDS LIFESTYLE ESTATE,True,True
INC-1324,Theft,MENLO PARK,Contents,,,,2025-10-28 04:30:00,10863.02,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True
INC-1325,Theft,GRASSY PARK,Contents,,,,2025-10-28 00:00:00,10749.0,Home contents - Theft,Theft,GRASSY PARK,GRASSY PARK,True,False
INC-1326,Theft,STRATHAVON,Contents,,,,2025-10-27 22:00:00,63434.57,Home contents - Theft,Theft,STRATHAVON,STRATHAVON,True,True
INC-1327,Theft,RAISETHORPE,Vehicle,TOYOTA,AURIS 160 RT-2007-2010,2007.0,2025-10-27 13:00:00,35826.05,Motor Vehicle - Theft,Theft,RAISETHORPE,RAISETHORPE,True,True
INC-1328,Theft,BLOEMFONTEIN CENTRAL,Vehicle,RENAULT,KWID 1.0 CLIMBER 5DR A/T-2019-2021,2019.0,2025-10-27 09:09:00,1750.0,Motor Vehicle - Theft,Theft,BLOEMFONTEIN CENTRAL,BLOEMFONTEIN CENTRAL,True,True
