Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable
INC-1329,Theft,MAMELODI EAST OPEN AREA,Vehicle,MITSUBISHI,TRITON 2.4Di-GL P/U D/C-2022-,2023.0,2025-10-27 07:45:00,16567.25,Motor Vehicle - Theft,Theft,MAMELODI EAST OPEN AREA,MAMELODI EAST OPEN AREA,True,True
INC-1330,Theft,GONUBIE,Contents,,,,2025-10-27 02:00:00,905.08,Home contents - Theft,Theft,GONUBIE,GONUBIE,True,True
INC-1331,Theft,HELDERKRUIN,Contents,,,,2025-10-27 00:45:00,6692.74,Home contents - Theft,Theft,HELDERKRUIN,HELDERKRUIN,True,True
INC-1332,Theft,KANONKOP,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND 4X4 A/T P/U D/C-2020-,2023.0,2025-10-26 14:00:00,12372.76,Motor Vehicle - Theft,Theft,KANONKOP,KANONKOP,True,True
INC-1333,Theft,PATERNOSTER,Contents,,,,2025-10-26 04:00:00,34330.0,Home contents - Theft,Theft,PATERNOSTER,PATERNOSTER,True,True
INC-1334,Theft,STRAND,Contents,,,,2025-10-26 02:00:00,24000.0,Home contents - Theft,Theft,STRAND,STRAND,True,True
INC-1335,Malicious Damage,SOMERSET WEST,Contents,,,,2025-10-26 02:00:00,12048.5,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-1336,Theft,NORTHome contentsLIFF,Contents,,,,2025-10-26 01:45:29,94290.99,Home contents - Theft,Theft,NORTHome contentsLIFF,NORTHOME CONTENTSLIFF,True,True
INC-1337,Theft,UNIEPARK,Contents,,,,2025-10-25 23:00:00,57516.98,Home contents - Theft,Theft,UNIEPARK,UNIEPARK,True,True
INC-1338,Theft,MONAVONI,Contents,,,,2025-10-25 17:00:00,7640.07,Home contents - Theft,Theft,MONAVONI,MONAVONI,True,True
INC-1339,Burglary,RANDPARKRIF,Contents,,,,2025-10-25 16:35:00,125173.23,Home contents - Theft,Theft,RANDPARKRIF,RANDPARKRIF,True,True
INC-1340,Theft,WATERKLOOF GLEN,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2021-,2021.0,2025-10-25 12:38:00,329075.02,Motor Vehicle - Theft,Theft,WATERKLOOF GLEN,WATERKLOOF GLEN,True,True
INC-1341,Theft,WIERDAPARK,Contents,,,,2025-10-25 11:30:00,29754.69,Home contents - Theft,Theft,WIERDAPARK,WIERDAPARK,True,True
INC-1342,Theft,RONDEBOSCH,Contents,,,,2025-10-25 09:00:00,31034.9,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True
INC-1343,Theft,MOWBRAY,Contents,,,,2025-10-25 07:57:00,62750.0,Home contents - Theft,Theft,MOWBRAY,MOWBRAY,True,True
INC-1344,Theft,CRAIGIEBURN,Contents,,,,2025-10-24 22:00:00,28521.24,Home contents - Theft,Theft,CRAIGIEBURN,CRAIGIEBURN,True,True
INC-1345,Theft,WOODSTOCK,Contents,,,,2025-10-24 15:15:27,24444.0,Home contents - Theft,Theft,WOODSTOCK,WOODSTOCK,True,True
INC-1346,Theft,LYNNWOOD GLEN,Vehicle,TOYOTA,COROLLA CROSS 1.8 GR-S-2022-,2023.0,2025-10-24 13:29:00,470862.97,Motor Vehicle - Theft,Theft,LYNNWOOD GLEN,LYNNWOOD GLEN,True,True
INC-1347,Theft,EDELWEISS,Contents,,,,2025-10-24 12:10:00,83945.41,Home contents - Theft,Theft,EDELWEISS,EDELWEISS,True,True
INC-1348,Theft,MOORTEN,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 CONCEPTLINE 5DR-2014-2018,2015.0,2025-10-24 10:25:00,109637.01,Motor Vehicle - Theft,Theft,MOORTEN,MOORTEN,True,True
INC-1349,Theft,RUSTENBURG NORTH,Contents,,,,2025-10-24 07:16:00,48987.2,Home contents - Theft,Theft,RUSTENBURG NORTH,RUSTENBURG NORTH,True,True
INC-1350,Theft,WINGATE PARK,Contents,,,,2025-10-24 03:00:00,37239.38,Home contents - Theft,Theft,WINGATE PARK,WINGATE PARK,True,True
INC-1351,Theft,HUMERAIL,Contents,,,,2025-10-23 23:59:00,10575.0,Home contents - Theft,Theft,HUMERAIL,HUMERAIL,True,True
INC-1352,Hijack,PRETORIA WEST,Vehicle,MERCEDES-BENZ,GLE COUPE 400d 4MATIC-2020-,2021.0,2025-10-23 22:25:00,421773.35,Motor Vehicle - Theft,Hijack,PRETORIA WEST,PRETORIA WEST,True,True
INC-1353,Theft,WENDYWOOD,Contents,,,,2025-10-23 20:30:00,557403.74,Home contents - Theft,Theft,WENDYWOOD,WENDYWOOD,True,True
INC-1354,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2025-10-23 16:30:00,26500.0,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True
INC-1355,Theft,KENSINGTON,Vehicle,CHEVROLET,UTILITY 1.8 SPORT P/U S/C-2011-2018,2012.0,2025-10-23 10:45:00,5214.9,Motor Vehicle - Theft,Theft,KENSINGTON,KENSINGTON,True,True
INC-1356,Theft,KRUGERSDORP,Contents,,,,2025-10-23 02:26:00,4396.0,Home contents - Theft,Theft,KRUGERSDORP,KRUGERSDORP,True,True
INC-1357,Theft,BRITS,Contents,,,,2025-10-22 22:00:00,6249.0,Home contents - Theft,Theft,BRITS,BRITS,True,True
INC-1358,Theft,BENMORE GARDENS,Contents,,,,2025-10-22 18:30:00,10750.0,Home contents - Theft,Theft,BENMORE GARDENS,BENMORE GARDENS,True,True
INC-1359,Theft,HOUT BAY,Contents,,,,2025-10-22 08:45:00,80212.0,Home contents - Theft,Theft,HOUT BAY,HOUT BAY,True,True
INC-1360,Theft,BELHAR 3,Vehicle,OPEL,CORSA 1.4 ESSENTIA 5Dr-2010-2015,2014.0,2025-10-22 03:12:00,1520.58,Motor Vehicle - Theft,Theft,BELHAR 3,BELHAR 3,True,True
INC-1361,Theft,GREEN POINT,Vehicle,SUZUKI,CELERIO 1.0 GL-2022-,2024.0,2025-10-22 02:00:41,4035.85,Motor Vehicle - Theft,Theft,GREEN POINT,GREEN POINT,True,True
INC-1362,Theft,KARENPARK,Vehicle,VOLKSWAGEN,POLO 1.0 TSI LIFE DSG-2022-,2022.0,2025-10-21 21:53:00,149698.65,Motor Vehicle - Theft,Theft,KARENPARK,KARENPARK,True,True
INC-1363,Theft,WYNBERG,Vehicle,OPEL,CORSA 1.4 ESSENTIA 5Dr-2010-2015,2013.0,2025-10-21 17:25:00,78036.91,Motor Vehicle - Theft,Theft,WYNBERG,WYNBERG,True,True
INC-1364,Theft,FOURWAYS,Vehicle,FORD,RANGER RAPTOR 2.0D BI-TURBO 4X4 A/T P/U D/C-2019-,2020.0,2025-10-21 15:00:00,29898.57,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True
INC-1365,Theft,KAGISO,Contents,,,,2025-10-21 12:00:00,23242.0,Home contents - Theft,Theft,KAGISO,KAGISO,True,True
INC-1366,Theft,ORANJEZICHT,Vehicle,SUZUKI,JIMNY 1.5 GLX-2018-,2020.0,2025-10-21 11:00:14,8960.88,Motor Vehicle - Theft,Theft,ORANJEZICHT,ORANJEZICHT,True,True
INC-1368,Theft,BONNIE DOON,Contents,,,,2025-10-21 06:15:00,3999.9,Home contents - Theft,Theft,BONNIE DOON,BONNIE DOON,True,True
INC-1369,Hijack,ALEXANDRA,Vehicle,CHERY,OMODA C5 1.5T ELEGANCE S-2023-,2023.0,2025-10-20 18:20:00,385737.97,Motor Vehicle - Theft,Hijack,ALEXANDRA,ALEXANDRA,True,True
INC-1370,Theft,VINCENT,Contents,,,,2025-10-20 17:30:00,10000.0,Home contents - Theft,Theft,VINCENT,VINCENT,True,True
INC-1371,Theft,WEST BEACH,Contents,,,,2025-10-20 16:00:00,10579.0,Home contents - Theft,Theft,WEST BEACH,WEST BEACH,True,True
INC-1372,Theft,ROSEBANK,Vehicle,NISSAN,NAVARA 2.5DDTI PRO-2X A/T D/C P/U-2021-,2023.0,2025-10-20 14:56:05,15514.09,Motor Vehicle - Theft,Theft,ROSEBANK,ROSEBANK,True,True
INC-1373,Theft,MORELETAPARK,Contents,,,,2025-10-20 11:45:44,46964.88,Home contents - Theft,Theft,MORELETAPARK,MORELETAPARK,True,True
INC-1374,Theft,MIDDELBURG,Contents,,,,2025-10-20 08:18:00,14031.72,Home contents - Theft,Theft,MIDDELBURG,MIDDELBURG,True,True
INC-1375,Theft,WITFIELD,Contents,,,,2025-10-20 02:00:00,21450.0,Home contents - Theft,Theft,WITFIELD,WITFIELD,True,True
INC-1376,Theft,UMBUMBULU,Vehicle,TOYOTA,RAV4 2.0 GX A/T-2013-2015,2015.0,2025-10-19 23:00:00,1750.0,Motor Vehicle - Theft,Theft,UMBUMBULU,UMBUMBULU,True,True
INC-1378,Theft,BOKSBURG,Contents,,,,2025-10-19 02:00:00,2300.0,Home contents - Theft,Theft,BOKSBURG,BOKSBURG,True,True
INC-1379,Theft,MODDERFONTEIN,Contents,,,,2025-10-19 01:02:00,61251.0,Home contents - Theft,Theft,MODDERFONTEIN,MODDERFONTEIN,True,True
INC-1381,Theft,OLIFANTSFONTEIN 410-JR,Vehicle,FORD,RANGER 3.2TDCi XLT P/U D/C-2011-2015,2015.0,2025-10-18 12:16:00,247183.3,Motor Vehicle - Theft,Theft,OLIFANTSFONTEIN 410-JR,OLIFANTSFONTEIN 410-JR,True,True
INC-1382,Theft,ILLOVO BEACH,Contents,,,,2025-10-18 03:45:00,30367.0,Home contents - Theft,Theft,ILLOVO BEACH,ILLOVO BEACH,True,True
INC-1383,Theft,SCHOEMANSVILLE,Contents,,,,2025-10-18 03:00:00,18998.0,Home contents - Theft,Theft,SCHOEMANSVILLE,SCHOEMANSVILLE,True,True
INC-1384,Theft,WATERKLOOF,Contents,,,,2025-10-18 03:00:00,11440.0,Home contents - Theft,Theft,WATERKLOOF,WATERKLOOF,True,True
INC-1385,Theft,MADADENI H,Vehicle,MERCEDES-BENZ,VITO 116 2.2 CDI TOURER PRO A/T-2015-2023,2019.0,2025-10-18 01:00:00,61097.55,Motor Vehicle - Theft,Theft,MADADENI H,MADADENI H,True,True
INC-1386,Theft,PORT ELIZABETH CENTRAL,Vehicle,SUZUKI,BALENO 1.5 GLX-2022-,2025.0,2025-10-17 23:19:00,56026.58,Motor Vehicle - Theft,Theft,PORT ELIZABETH CENTRAL,PORT ELIZABETH CENTRAL,True,True
INC-1387,Theft,HENNOPSPARK,Vehicle,MAZDA,MAZDA2 1.5DE HAZUMI A/T 5Dr-2015-2020,2015.0,2025-10-17 18:04:00,157849.97,Motor Vehicle - Theft,Theft,HENNOPSPARK,HENNOPSPARK,True,True
INC-1388,Theft,WONDERPARK ESTATE,Vehicle,VOLKSWAGEN,POLO 1.6 TRENDLINE-2005-2010,2006.0,2025-10-17 15:20:00,46582.34,Motor Vehicle - Theft,Theft,WONDERPARK ESTATE,WONDERPARK ESTATE,True,True
INC-1389,Theft,CRAIGHALL,Vehicle,MINI,COOPER 5DR (XS52)-2014-2018,2015.0,2025-10-17 07:00:00,12370.26,Motor Vehicle - Theft,Theft,CRAIGHALL,CRAIGHALL,True,True
INC-1390,Theft,BIRCHLEIGH NORTH,Contents,,,,2025-10-17 03:32:00,25505.5,Home contents - Theft,Theft,BIRCHLEIGH NORTH,BIRCHLEIGH NORTH,True,True
INC-1391,Theft,PAROW NORTH,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND RS 4X4 A/T P/U D/C-2020-,2022.0,2025-10-17 03:10:00,36755.13,Motor Vehicle - Theft,Theft,PAROW NORTH,PAROW NORTH,True,True
INC-1392,Armed Robbery,DAWN PARK,Contents,,,,2025-10-16 18:40:00,30698.25,Home contents - Theft,Theft,DAWN PARK,DAWN PARK,True,True
INC-1393,Theft,HIGHVELD,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2025-,2025.0,2025-10-16 17:25:39,19250.0,Motor Vehicle - Theft,Theft,HIGHVELD,HIGHVELD,True,True
INC-1394,Theft,BELLA VISTA,Vehicle,FORD,FOCUS 1.0 ECOBOOST TREND-2015-2020,2016.0,2025-10-16 15:16:00,3979.94,Motor Vehicle - Theft,Theft,BELLA VISTA,BELLA VISTA,True,True
INC-1395,Theft,ROSSLYN,Vehicle,NISSAN,NP200 1.6  A/C SAFETY PACK P/U S/C-2011-,2023.0,2025-10-16 13:34:00,81083.81,Motor Vehicle - Theft,Theft,ROSSLYN,ROSSLYN,True,True
INC-1396,Theft,HIGHVELD,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 TRENDLINE TIP-2011-2014,2014.0,2025-10-16 13:00:00,13116.0,Motor Vehicle - Theft,Theft,HIGHVELD,HIGHVELD,True,True
INC-1398,Theft,MOSSEL BAY CENTRAL,Contents,,,,2025-10-16 03:23:00,33280.97,Home contents - Theft,Theft,MOSSEL BAY CENTRAL,MOSSEL BAY CENTRAL,True,True
INC-1399,Theft,NORTH RIDING,Contents,,,,2025-10-16 00:00:00,3452.3,Home contents - Theft,Theft,NORTH RIDING,NORTH RIDING,True,False
INC-1400,Theft,SILVERGLEN,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 COMFORTLINE (5DR)-2017-,2020.0,2025-10-15 16:24:00,187200.0,Motor Vehicle - Theft,Theft,SILVERGLEN,SILVERGLEN,True,True
INC-1401,Theft,HYDE PARK,Vehicle,VOLKSWAGEN,AMAROK 3.0TDI V6 184KW 4MOT AVENTURA A/T D/C P/U-2023-,2024.0,2025-10-15 15:00:00,31674.0,Motor Vehicle - Theft,Theft,HYDE PARK,HYDE PARK,True,True
INC-1402,Theft,BIRCH ACRES,Contents,,,,2025-10-15 12:00:00,5000.0,Home contents - Theft,Theft,BIRCH ACRES,BIRCH ACRES,True,True
INC-1403,Theft,GEORGE,Contents,,,,2025-10-15 08:00:00,3847.0,Home contents - Theft,Theft,GEORGE,GEORGE,True,True
INC-1404,Theft,CENTURION,Contents,,,,2025-10-15 06:00:00,8999.0,Home contents - Theft,Theft,CENTURION,CENTURION,True,True
INC-1405,Theft,CAPE TOWN,Contents,,,,2025-10-14 20:00:00,47334.07,Home contents - Theft,Theft,CAPE TOWN,CAPE TOWN,True,True
INC-1406,Hijack,ZWIDE 4,Vehicle,VOLKSWAGEN,TOUAREG 3.0 TDI V6 LUXURY-2018-,2019.0,2025-10-14 19:51:00,43902.68,Motor Vehicle - Theft,Hijack,ZWIDE 4,ZWIDE 4,True,True
INC-1407,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2025-10-14 11:09:02,27749.0,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True
INC-1408,Theft,GROENKLOOF,Contents,,,,2025-10-14 07:50:00,1900.0,Home contents - Theft,Theft,GROENKLOOF,GROENKLOOF,True,True
INC-1409,Theft,GROENKLOOF,Vehicle,MAZDA,CX-5 2.0 DYNAMIC-2017-2023,2023.0,2025-10-14 07:50:00,443705.58,Motor Vehicle - Theft,Theft,GROENKLOOF,GROENKLOOF,True,True
INC-1410,Theft,VASCO ESTATE,Vehicle,TOYOTA,COROLLA QUEST 1.8 EXCLUSIVE-2019-,2022.0,2025-10-14 06:45:00,27260.17,Motor Vehicle - Theft,Theft,VASCO ESTATE,VASCO ESTATE,True,True
INC-1411,Hijack,SANDHURST,Vehicle,VOLKSWAGEN,T-CROSS 1.0 TSI STYLE DSG-2024-,2025.0,2025-10-14 03:16:00,514109.25,Motor Vehicle - Theft,Hijack,SANDHURST,SANDHURST,True,True
INC-1412,Theft,SOMERSET WEST,Contents,,,,2025-10-14 02:00:11,10249.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-1413,Theft,DALTON,Contents,,,,2025-10-14 01:30:00,7343.2,Home contents - Theft,Theft,DALTON,DALTON,True,True
INC-1414,Theft,SOMERSET WEST,Contents,,,,2025-10-13 22:02:00,5495.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-1415,Theft,MAFIKENG,Vehicle,GWM,STEED 5 2.2 MPi  P/U D/C-2012-2016,2013.0,2025-10-13 15:30:00,6837.79,Motor Vehicle - Theft,Theft,MAFIKENG,MAFIKENG,True,True
INC-1416,Theft,SELWYN,Vehicle,VOLKSWAGEN,POLO 1.0 TSI LIFE-2021-,2022.0,2025-10-12 20:31:00,90601.88,Motor Vehicle - Theft,Theft,SELWYN,SELWYN,True,True
INC-1417,Theft,SINOVILLE,Contents,,,,2025-10-12 15:10:00,129935.94,Home contents - Theft,Theft,SINOVILLE,SINOVILLE,True,True
INC-1418,Theft,MONUMENT,Vehicle,FORD,RANGER 2.2TDCi XL P/U D/C-2015-2020,2017.0,2025-10-12 09:30:36,4339.54,Motor Vehicle - Theft,Theft,MONUMENT,MONUMENT,True,True
INC-1419,Theft,STELLENBOSCH,Vehicle,FORD,FIGO 1.5Ti VCT AMBIENTE (5DR)-2018-2023,2021.0,2025-10-12 06:00:26,46551.1,Motor Vehicle - Theft,Theft,STELLENBOSCH,STELLENBOSCH,True,True
INC-1421,Theft,MONTAGUE GARDENS,Contents,,,,2025-10-11 22:30:27,16950.0,Home contents - Theft,Theft,MONTAGUE GARDENS,MONTAGUE GARDENS,True,True
INC-1422,Theft,BELLVILLE,Contents,,,,2025-10-11 21:35:00,18213.0,Home contents - Theft,Theft,BELLVILLE,BELLVILLE,True,True
INC-1423,Theft,JOHANNESBURG,Contents,,,,2025-10-11 21:00:00,29205.0,Home contents - Theft,Theft,JOHANNESBURG,JOHANNESBURG,True,True
INC-1424,Theft,MORNINGSIDE,Vehicle,TOYOTA,COROLLA CROSS 1.8 XR HYBRID-2021-,2024.0,2025-10-11 15:30:00,11763.66,Motor Vehicle - Theft,Theft,MORNINGSIDE,MORNINGSIDE,True,True
INC-1425,Theft,MELVILLE,Vehicle,TOYOTA,URBAN CRUISER 1.5 Xi-2021-,2022.0,2025-10-11 15:17:00,58946.69,Motor Vehicle - Theft,Theft,MELVILLE,MELVILLE,True,True
INC-1426,Theft,KRANSPOORT VAKANSIEDORP,Contents,,,,2025-10-11 12:30:27,4599.0,Home contents - Theft,Theft,KRANSPOORT VAKANSIEDORP,KRANSPOORT VAKANSIEDORP,True,True
INC-1428,Armed Robbery,FARMS PORT ELIZABETH,Vehicle,NISSAN,MAGNITE 1.0T ACENTA CVT-2021-,2022.0,2025-10-11 07:35:00,22510.38,,Armed Robbery,FARMS PORT ELIZABETH,FARMS PORT ELIZABETH,True,True
INC-1429,Theft,VOELKLIP,Contents,,,,2025-10-11 02:59:35,88398.9,Home contents - Theft,Theft,VOELKLIP,VOELKLIP,True,True
INC-1430,Theft,BEDFORDVIEW,Contents,,,,2025-10-11 01:30:00,7999.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True
INC-1431,Theft,PINELANDS,Contents,,,,2025-10-11 00:00:00,10000.0,Home contents - Theft,Theft,PINELANDS,PINELANDS,True,False
INC-1432,Theft,WOODSTOCK,Contents,,,,2025-10-10 23:30:00,10999.0,Home contents - Theft,Theft,WOODSTOCK,WOODSTOCK,True,True
INC-1433,Theft,VREDEHOEK,Contents,,,,2025-10-10 23:00:00,11375.99,Home contents - Theft,Theft,VREDEHOEK,VREDEHOEK,True,True
INC-1434,Theft,CITY AND SUBURBAN,Contents,,,,2025-10-10 17:31:00,749.36,Home contents - Theft,Theft,CITY AND SUBURBAN,CITY AND SUBURBAN,True,True
INC-1435,Theft,SANDHURST,Vehicle,HYUNDAI,ATOS 1.1 GLS-2005-2014,2010.0,2025-10-10 13:11:00,13423.59,Motor Vehicle - Theft,Theft,SANDHURST,SANDHURST,True,True
INC-1436,Hijack,BROEDERSTROOM,Vehicle,FORD,RANGER 2.2TDCI L/R P/U S/C-2015-,2019.0,2025-10-10 10:11:00,192918.51,Motor Vehicle - Theft,Hijack,BROEDERSTROOM,BROEDERSTROOM,True,True
INC-1437,Theft,TASBET PARK,Contents,,,,2025-10-10 06:00:00,20045.0,Home contents - Theft,Theft,TASBET PARK,TASBET PARK,True,True
INC-1438,Theft,GLENWOOD,Contents,,,,2025-10-10 05:00:00,13458.4,Home contents - Theft,Theft,GLENWOOD,GLENWOOD,True,True
INC-1439,Theft,DURBAN CENTRAL,Contents,,,,2025-10-10 02:00:00,13897.0,Home contents - Theft,Theft,DURBAN CENTRAL,DURBAN CENTRAL,True,True
INC-1440,Theft,ZEEKOEI VLEI,Contents,,,,2025-10-10 01:52:00,48315.69,Home contents - Theft,Theft,ZEEKOEI VLEI,ZEEKOEI VLEI,True,True
INC-1441,Theft,RANDBURG,Contents,,,,2025-10-10 01:00:02,24424.0,Home contents - Theft,Theft,RANDBURG,RANDBURG,True,True
INC-1443,Theft,VERULAM,Contents,,,,2025-10-09 13:00:00,14738.04,Home contents - Theft,Theft,VERULAM,VERULAM,True,True
INC-1444,Theft,VINCENT HEIGHTS,Contents,,,,2025-10-09 04:21:00,9460.0,Home contents - Theft,Theft,VINCENT HEIGHTS,VINCENT HEIGHTS,True,True
INC-1445,Theft,PRETORIA NORTH,Contents,,,,2025-10-09 04:00:00,2999.0,Home contents - Theft,Theft,PRETORIA NORTH,PRETORIA NORTH,True,True
INC-1446,Theft,ELARDUSPARK,Contents,,,,2025-10-08 23:00:00,73631.0,Home contents - Theft,Theft,ELARDUSPARK,ELARDUSPARK,True,True
INC-1447,Theft,TAMBOERSKLOOF,Vehicle,HYUNDAI,VENUE 1.0 TGDI FLUID-2019-2023,2020.0,2025-10-08 20:10:00,2500.0,Motor Vehicle - Theft,Theft,TAMBOERSKLOOF,TAMBOERSKLOOF,True,True
INC-1448,Hijack,LUSIKISIKI,Vehicle,FORD,RANGER 2.5 TD XLT 4X4 P/U D/C-2007-2009,2008.0,2025-10-08 11:04:00,165750.4,Motor Vehicle - Theft,Hijack,LUSIKISIKI,LUSIKISIKI,True,True
INC-1449,Theft,WINDSOR,Vehicle,VOLKSWAGEN,POLO 1.6 COMFORTLINE TIP 5DR-2010-2014,2012.0,2025-10-08 04:38:00,135070.67,Motor Vehicle - Theft,Theft,WINDSOR,WINDSOR,True,True
INC-1450,Theft,MEYERVILLE,Contents,,,,2025-10-07 15:30:00,10700.0,Home contents - Theft,Theft,MEYERVILLE,MEYERVILLE,True,True
INC-1451,Theft,CLAREMONT,Contents,,,,2025-10-07 15:00:24,16687.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True
INC-1452,Theft,MEYERSDAL,Vehicle,ISUZU,D-MAX 250 HO HI-RIDE A/T D/C P/U-2020-,2021.0,2025-10-07 15:00:00,36664.22,Motor Vehicle - Theft,Theft,MEYERSDAL,MEYERSDAL,True,True
INC-1453,Theft,CAROLINA,Contents,,,,2025-10-07 08:00:00,39619.02,Home contents - Theft,Theft,CAROLINA,CAROLINA,True,True
INC-1454,Burglary,GROENVALLEI,Contents,,,,2025-10-07 05:00:00,58462.0,Home contents - Theft,Theft,GROENVALLEI,GROENVALLEI,True,True
INC-1455,Theft,NORTHome contentsLIFF,Contents,,,,2025-10-07 03:00:00,33795.0,Home contents - Theft,Theft,NORTHome contentsLIFF,NORTHOME CONTENTSLIFF,True,True
INC-1456,Theft,NEWLANDS,Contents,,,,2025-10-06 19:36:26,4000.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True
INC-1457,Theft,PLETTENBERG BAY,Contents,,,,2025-10-06 15:40:00,11700.0,Home contents - Theft,Theft,PLETTENBERG BAY,PLETTENBERG BAY,True,True
INC-1458,Theft,IFAFI,Vehicle,TOYOTA,COROLLA 140i GLE-2002-2004,2003.0,2025-10-06 05:00:00,47035.49,Motor Vehicle - Theft,Theft,IFAFI,IFAFI,True,True
INC-1459,Theft,TIJGERHOF,Contents,,,,2025-10-06 03:00:00,3976.0,Home contents - Theft,Theft,TIJGERHOF,TIJGERHOF,True,True
INC-1460,Attempted Theft,ELARDUSPARK,Contents,,,,2025-10-05 19:00:00,19569.6,Home contents - Theft,Theft,ELARDUSPARK,ELARDUSPARK,True,True
INC-1461,Theft,WOODHURST,Vehicle,TOYOTA,COROLLA CROSS 1.8 XI-2021-,2022.0,2025-10-05 15:11:00,149787.87,Motor Vehicle - Theft,Theft,WOODHURST,WOODHURST,True,True
INC-1462,Theft,CINDERELLA,Vehicle,ISUZU,D-MAX 1.9 Ddi HR X-RIDER A/T D/C P/U-2023-,2024.0,2025-10-05 14:00:00,10283.45,Motor Vehicle - Theft,Theft,CINDERELLA,CINDERELLA,True,True
INC-1463,Burglary,SONNEVELD,Contents,,,,2025-10-05 13:54:00,17999.0,Home contents - Theft,Theft,SONNEVELD,SONNEVELD,True,True
INC-1464,Theft,PRETORIA,Vehicle,RENAULT,KIGER 1.0 ENERGY ZEN AMT-2021-,2022.0,2025-10-05 12:00:00,2022.01,Motor Vehicle - Theft,Theft,PRETORIA,PRETORIA,True,True
INC-1465,Theft,MAYFIELD PARK,Vehicle,VOLKSWAGEN,BEETLE 1.4 TSI SPORT DSG-2012-2015,2013.0,2025-10-05 10:32:00,82105.59,Motor Vehicle - Theft,Theft,MAYFIELD PARK,MAYFIELD PARK,True,True
INC-1466,Theft,SCHOEMANSVILLE,Contents,,,,2025-10-05 03:07:00,25591.45,Home contents - Theft,Theft,SCHOEMANSVILLE,SCHOEMANSVILLE,True,True
INC-1467,Theft,PAULSHOF,Contents,,,,2025-10-05 02:10:00,57317.45,Home contents - Theft,Theft,PAULSHOF,PAULSHOF,True,True
INC-1468,Theft,PELHAM,Vehicle,SUZUKI,SWIFT 1.2 GA-2018-,2019.0,2025-10-05 00:00:00,1715.2,Motor Vehicle - Theft,Theft,PELHAM,PELHAM,True,False
INC-1469,Theft,PELHAM,Contents,,,,2025-10-05 00:00:00,7791.09,Home contents - Theft,Theft,PELHAM,PELHAM,True,False
INC-1470,Theft,PELHAM,Vehicle,FORD,TERRITORY TREND 1.8L ECOBOOST A/T-2024-,2024.0,2025-10-05 00:00:00,726.97,Motor Vehicle - Theft,Theft,PELHAM,PELHAM,True,False
INC-1471,Theft,PAARL,Vehicle,HAVAL,JOLION 1.5T CITY PLUS DCT-2024-,2025.0,2025-10-04 22:00:00,1750.0,Motor Vehicle - Theft,Theft,PAARL,PAARL,True,True
INC-1472,Theft,SUNNINGHILL,Contents,,,,2025-10-04 21:00:00,98837.0,Home contents - Theft,Theft,SUNNINGHILL,SUNNINGHILL,True,True
INC-1473,Theft,BOKSBURG NORTH,Vehicle,FORD,RANGER 2.0D BI-TURBO STORMTRAK 4X4 A/T P/U D/C-2021-,2022.0,2025-10-04 13:36:00,12697.18,Motor Vehicle - Theft,Theft,BOKSBURG NORTH,BOKSBURG NORTH,True,True
INC-1474,Burglary,OAKDENE,Contents,,,,2025-10-04 02:00:00,37799.5,Home contents - Theft,Theft,OAKDENE,OAKDENE,True,True
INC-1475,Theft,DARRENWOOD,Contents,,,,2025-10-03 18:00:00,6661.4,Home contents - Theft,Theft,DARRENWOOD,DARRENWOOD,True,True
INC-1476,Theft,VERULAM,Contents,,,,2025-10-03 09:00:00,5000.0,Home contents - Theft,Theft,VERULAM,VERULAM,True,True
INC-1477,Theft,MONTCLAIR,Vehicle,HYUNDAI,VENUE 1.2 MOTION-2022-,2024.0,2025-10-03 08:00:00,38345.68,Motor Vehicle - Theft,Theft,MONTCLAIR,MONTCLAIR,True,True
INC-1479,Theft,CAPE TOWN,Contents,,,,2025-10-02 23:00:00,24910.0,Home contents - Theft,Theft,CAPE TOWN,CAPE TOWN,True,True
