Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable,METRO
INC-4577,Theft,RONDEBOSCH,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2011-2017,2014.0,2024-07-13 09:18:00,295975.65,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-4581,Theft,BRYANSTON,Contents,,,,2024-07-12 11:57:00,0.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,False,True,Gauteng
INC-4629,Theft,BRYANSTON,Contents,,,,2024-07-06 11:49:33,35508.47,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-4631,Theft,TABLE VIEW,Contents,,,,2024-07-06 01:15:00,41595.73,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-4665,Theft,SOMERSET WEST,Contents,,,,2024-07-02 02:00:00,51770.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-4697,Theft,BEDFORDVIEW,Vehicle,TOYOTA,FORTUNER 2.8 GD-6 4X4 VX A/T-2023-,2023.0,2024-06-28 19:00:00,802139.42,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-4699,Theft,CENTURION CENTRAL,Contents,,,,2024-06-28 14:00:00,2137.01,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-4705,Theft,NEWLANDS,Contents,,,,2024-06-27 19:48:00,45993.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4732,Armed Robbery,BRYANSTON,Contents,,,,2024-06-24 18:30:00,9999.0,,Armed Robbery,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-4742,Theft,MENLO PARK,Vehicle,SUZUKI,IGNIS 1.2 GLX A/T-2017-,2020.0,2024-06-24 03:00:00,8784.37,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-4757,Theft,SEA POINT,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 TRENDLINE (5DR)-2017-,2020.0,2024-06-22 06:00:00,1750.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-4777,Theft,CLAREMONT,Vehicle,MERCEDES-BENZ,C200 AVANTGARDE-2014-2018,2014.0,2024-06-20 09:00:37,6613.3,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-4780,Hijack,NEWLANDS,Vehicle,RENAULT,SANDERO 900 T EXPRESSION-2014-2022,2019.0,2024-06-19 20:00:00,139127.18,Motor Vehicle - Theft,Hijack,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4787,Theft,TABLE VIEW,Contents,,,,2024-06-19 03:30:00,29248.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-4804,Theft,FOURWAYS,Contents,,,,2024-06-16 17:30:50,24295.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-4811,Theft,BRYANSTON,Contents,,,,2024-06-15 19:11:00,4526.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-4812,Theft,BRYANSTON,Vehicle,JEEP,GRAND CHEROKEE 3.0L V6 CRD OVERLAND-2011-2013,2013.0,2024-06-15 19:11:00,11037.59,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-4816,Theft,MENLO PARK,Vehicle,TOYOTA,RAV4 2.5 GX-R HYBRID CVT E-FOUR-2022-,2023.0,2024-06-15 15:30:51,229492.75,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-4838,Theft,GARSFONTEIN,Vehicle,TOYOTA,LANDCRUISER 200 V8 4.5D VX A/T-2012-2016,2013.0,2024-06-12 11:20:00,563378.81,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-4842,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,JIMNY 1.5 GLX A/T-2018-,2021.0,2024-06-11 20:15:00,13928.11,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-4875,Theft,NEWLANDS,Vehicle,VOLKSWAGEN,POLO 1.6 COMFORTLINE-2005-2010,2007.0,2024-06-08 07:40:00,57827.18,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4885,Theft,RONDEBOSCH,Contents,,,,2024-06-07 12:00:00,32974.9,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-4897,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2024-06-06 21:00:00,14688.76,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-4898,Theft,CAPE TOWN CITY CENTRE,Vehicle,VOLKSWAGEN,AMAROK 2.0 BiTDi ULTIMATE 132KW 4MOT A/T D/C P/U-2016-2020,2016.0,2024-06-06 21:00:00,4795.5,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-4915,Theft,FOURWAYS,Contents,,,,2024-06-02 22:59:23,16388.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-4932,Theft,NEWLANDS,Contents,,,,2024-06-01 02:47:00,10749.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4963,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2024-05-27 08:00:00,24990.0,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-4983,Theft,GARSFONTEIN,Vehicle,TOYOTA,FORTUNER 2.4GD-6 R/B A/T-2020-,2023.0,2024-05-23 18:31:00,120825.55,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-4991,Armed Robbery,RONDEBOSCH,Contents,,,,2024-05-22 19:36:00,2137.01,,Armed Robbery,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-5006,Theft,FOURWAYS,Vehicle,AUDI,A6 2.0 TDi MULTITRONIC-2011-2015,2014.0,2024-05-20 20:00:00,15543.02,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-5014,Theft,CENTURION CENTRAL,Vehicle,FORD,RANGER 3.2TDCi XLT P/U D/C-2011-2015,2013.0,2024-05-18 12:35:00,224540.98,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-5042,Theft,BRYANSTON,Contents,,,,2024-05-15 10:11:14,42321.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-5063,Theft,RONDEBOSCH,Vehicle,KIA,PICANTO 1.0 STREET-2017-,2022.0,2024-05-12 11:33:00,5041.92,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-5064,Theft,MENLO PARK,Contents,,,,2024-05-12 11:16:00,27879.65,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-5076,Theft,NEWLANDS,Contents,,,,2024-05-11 10:14:00,163149.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-5107,Theft,TABLE VIEW,Contents,,,,2024-05-07 01:00:00,15106.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-5131,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO 1.4 TRENDLINE-2005-2010,2007.0,2024-05-04 16:00:00,48428.95,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-5198,Theft,CLAREMONT,Vehicle,VOLKSWAGEN,TIGUAN ALLSPACE 2.0 TSI C/LINE 4MOT DSG(132KW)-2018-2023,2021.0,2024-04-26 21:31:00,8405.35,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-5211,Theft,CLAREMONT,Contents,,,,2024-04-25 14:41:00,7533.99,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-5222,Armed Robbery,BRYANSTON,Contents,,,,2024-04-24 02:30:00,84550.95,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-5239,Theft,FOURWAYS,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 CONCEPTLINE 5DR-2014-2018,2015.0,2024-04-22 11:44:00,12900.0,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-5287,Theft,RONDEBOSCH,Contents,,,,2024-04-16 20:25:00,8250.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-5299,Theft,SOMERSET WEST,Vehicle,VOLKSWAGEN,CADDY MAXI 2.0TDi (81KW) TRND LNE-2010-2015,2015.0,2024-04-14 21:00:00,4795.5,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-5333,Theft,CENTURION CENTRAL,Vehicle,HONDA,JAZZ 1.3 COMFORT CVT-2011-2015,2012.0,2024-04-12 14:11:00,2500.0,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-5367,Theft,SEA POINT,Vehicle,TOYOTA,RAV4 180 5Dr-2003-2006,2004.0,2024-04-08 07:15:53,6424.53,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-5368,Theft,SOMERSET WEST,Contents,,,,2024-04-08 07:00:00,31954.9,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-5381,Theft,WATERKLOOF RIDGE,Vehicle,FORD,RANGER 3.2TDCi XLT A/T P/U D/C-2015-2020,2018.0,2024-04-06 17:55:00,59315.2,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-5382,Theft,WATERKLOOF RIDGE,Contents,,,,2024-04-06 17:55:00,64603.74,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-5388,Theft,FOURWAYS,Contents,,,,2024-04-05 16:00:44,51834.7,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-5411,Theft,CAPE TOWN CITY CENTRE,Vehicle,HYUNDAI,TIBURON 2.0 GLS-2007-2010,2008.0,2024-04-02 09:52:40,1750.0,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-5429,Theft,FOURWAYS,Contents,,,,2024-03-31 17:14:00,103249.88,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-5452,Theft,RONDEBOSCH,Contents,,,,2024-03-29 03:00:00,23834.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-5484,Theft,FOURWAYS,Contents,,,,2024-03-26 01:00:00,10000.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-5489,Theft,BEDFORDVIEW,Contents,,,,2024-03-25 12:31:00,77454.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-5493,Theft,TABLE VIEW,Contents,,,,2024-03-25 02:00:58,62670.98,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-5543,Theft,SOMERSET WEST,Contents,,,,2024-03-20 03:10:00,34498.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-5553,Theft,RONDEBOSCH,Contents,,,,2024-03-19 04:00:00,8660.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-5557,Theft,CAPE TOWN CITY CENTRE,Vehicle,AUDI,A4 ALLROAD 2.0 TFSi QUATT S-TRONIC-2012-2020,2013.0,2024-03-18 19:35:00,20227.5,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-5583,Theft,MENLO PARK,Vehicle,TOYOTA,LAND CRUISER 200 V8 4.5D VX-R A/T-2017-2023,2021.0,2024-03-16 18:06:00,1603379.35,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-5615,Hijack,NEWLANDS,Vehicle,HYUNDAI,VENUE 1.0 TGDI MOTION DCT-2019-2023,2022.0,2024-03-13 19:31:00,331037.01,Motor Vehicle - Theft,Hijack,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-5621,Theft,CLAREMONT,Vehicle,VOLKSWAGEN,AMAROK 2.0 BiTDi HIGHLINE 120KW 4MOT D/C P/U-2010-2013,2011.0,2024-03-12 11:00:00,19199.75,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-5629,Theft,SEA POINT,Vehicle,HONDA,HR-V 1.8 ELEGANCE CVT-2015-2023,2015.0,2024-03-11 00:00:00,2430.78,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,False,Cape Town
INC-5638,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,JIMNY 1.5 GLX-2018-,2023.0,2024-03-09 22:00:00,4385.81,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-5681,Theft,SOMERSET WEST,Vehicle,TOYOTA,HILUX 2.5 D-4D LEGEND 45 R/B P/U D/C-2014-2016,2015.0,2024-03-05 14:18:00,50297.98,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-5703,Theft,MENLO PARK,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-,2023.0,2024-03-02 15:57:00,940977.5,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-5721,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2024-03-01 16:30:00,19749.0,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-5725,Theft,CAPE TOWN CITY CENTRE,Vehicle,RENAULT,KWID 1.0 DYNAMIQUE 5DR-2016-2020,2018.0,2024-03-01 13:45:00,8710.49,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-5730,Theft,BRYANSTON,Contents,,,,2024-03-01 06:00:36,209066.32,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-5747,Theft,BEDFORDVIEW,Contents,,,,2024-02-27 23:31:00,23999.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-5752,Theft,BEDFORDVIEW,Vehicle,AUDI,A1 SPORTBACK 1.2T FSi ATTRACTION-2012-2015,2014.0,2024-02-27 16:00:00,24257.13,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-5758,Theft,RONDEBOSCH,Vehicle,RENAULT,KWID 1.0 EXPRESSION / LIFE / EVOLUTION 5DR-2019-,2023.0,2024-02-27 01:30:00,17792.47,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-5770,Theft,CLAREMONT,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI COMFORTLINE (66KW)-2014-2018,2015.0,2024-02-24 20:30:00,109508.42,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-5774,Theft,SEA POINT,Contents,,,,2024-02-24 12:26:07,1800.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-5784,Theft,NEWLANDS,Contents,,,,2024-02-23 16:30:00,7410.95,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-5806,Theft,CAPE TOWN CITY CENTRE,Vehicle,LAND ROVER,EVOQUE 2.2 SD4 HSE DYNAMIC-2015-2020,2016.0,2024-02-20 19:40:00,1750.0,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-5819,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,JIMNY 1.5 GLX-2018-,2021.0,2024-02-19 20:00:00,4396.61,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-5838,Theft,SEA POINT,Contents,,,,2024-02-17 22:54:00,110273.9,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-5849,Theft,CENTURION CENTRAL,Contents,,,,2024-02-16 19:00:00,17716.31,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-5861,Theft,SEA POINT,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND RS 4X4 P/U D/C-2020-,2021.0,2024-02-15 04:45:00,714136.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-5862,Theft,SEA POINT,Contents,,,,2024-02-15 04:45:00,530.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-5863,Theft,SOMERSET WEST,Contents,,,,2024-02-15 02:33:00,184483.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-5885,Theft,BEDFORDVIEW,Contents,,,,2024-02-12 06:30:00,43000.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-5906,Theft,GARSFONTEIN,Contents,,,,2024-02-10 03:00:00,43893.95,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-5950,Theft,RONDEBOSCH,Contents,,,,2024-02-05 00:26:00,25578.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-5971,Theft,SEA POINT,Vehicle,FORD,FIGO 1.4 AMBIENTE-2010-2018,2017.0,2024-02-02 22:00:00,1750.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-6028,Theft,TABLE VIEW,Contents,,,,2024-01-27 00:30:09,329.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-6031,Theft,CENTURION CENTRAL,Vehicle,SUZUKI,VITARA BREZZA 1.5 GLX A/T-2021-2023,2021.0,2024-01-26 18:35:00,2000.0,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-6051,Theft,SEA POINT,Vehicle,RENAULT,KWID 1.0 DYNAMIQUE / ZEN 5DR-2019-,2020.0,2024-01-25 12:00:00,3848.64,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-6053,Theft,CENTURION CENTRAL,Vehicle,FORD,RANGER RAPTOR 2.0D BI-TURBO 4X4 A/T P/U D/C-2019-,2019.0,2024-01-25 11:00:00,27052.22,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-6079,Theft,WATERKLOOF RIDGE,Contents,,,,2024-01-22 15:40:00,103497.9,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-6169,Theft,TABLE VIEW,Contents,,,,2024-01-14 09:00:24,36880.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-6171,Theft,SEA POINT,Vehicle,TOYOTA,PRADO VX 4.0 V6 A/T-2009-2013,2010.0,2024-01-14 06:38:00,3838.7,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-6172,Theft,RONDEBOSCH,Contents,,,,2024-01-14 04:00:00,33686.99,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-6181,Theft,SOMERSET WEST,Contents,,,,2024-01-13 12:00:00,5898.99,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-6200,Theft,NEWLANDS,Vehicle,TOYOTA,FORTUNER 3.0D-4D 4X4 A/T-2011-2017,2015.0,2024-01-11 18:30:00,377447.77,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-6231,Theft,SEA POINT,Contents,,,,2024-01-09 10:00:00,13424.66,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-6269,Theft,CLAREMONT,Contents,,,,2024-01-06 02:00:00,8250.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-6272,Theft,RONDEBOSCH,Contents,,,,2024-01-05 13:00:00,11597.95,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-6280,Theft,TABLE VIEW,Contents,,,,2024-01-04 16:30:16,43944.75,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-6293,Theft,RONDEBOSCH,Contents,,,,2024-01-03 06:00:00,67765.75,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-6317,Theft,CLAREMONT,Vehicle,SUBARU,FORESTER 2.5 XT A/T-2008-2012,2011.0,2024-01-01 09:37:00,5944.75,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-6318,Theft,CLAREMONT,Contents,,,,2024-01-01 09:37:00,7223.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-6323,Theft,RONDEBOSCH,Contents,,,,2023-12-31 23:50:51,25320.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-6324,Theft,CLAREMONT,Contents,,,,2023-12-31 23:30:00,135849.73,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-6327,Theft,NEWLANDS,Contents,,,,2023-12-31 13:59:37,54797.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-6361,Theft,SEA POINT,Vehicle,BMW,X3 xDRIVE 20d (G01)-2017-2022,2020.0,2023-12-28 12:08:00,10646.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-6374,Theft,GARSFONTEIN,Contents,,,,2023-12-26 11:00:00,77440.93,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-6379,Theft,SEA POINT,Vehicle,VOLKSWAGEN,GOLF VI 1.4 TSi COMFORTLINE-2009-2013,2011.0,2023-12-25 22:30:00,40369.49,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-6392,Theft,SOMERSET WEST,Contents,,,,2023-12-24 20:53:00,26269.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-6425,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2023-12-21 23:45:00,28882.42,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-6453,Theft,WATERKLOOF RIDGE,Vehicle,FORD,RANGER 3.2TDCI WILDTRAK A/T P/U D/C-2019-,2019.0,2023-12-18 11:21:00,9773.43,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-6470,Theft,SOMERSET WEST,Contents,,,,2023-12-17 01:02:00,4071.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-6500,Theft,SOMERSET WEST,Vehicle,TOYOTA,HILUX 3.0 D-4D LEGEND 45 4X4 P/U D/C-2014-2016,2015.0,2023-12-13 20:00:00,3628.36,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-6506,Theft,SEA POINT,Vehicle,SUZUKI,JIMNY 1.5 GLX A/T-2018-,2022.0,2023-12-13 05:00:00,5567.56,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-6526,Theft,GARSFONTEIN,Contents,,,,2023-12-11 17:00:00,19749.0,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-6607,Theft,MENLO PARK,Vehicle,TOYOTA,HILUX 2.4 GD-6 SRX 4X4 P/U D/C-2016-2018,2017.0,2023-12-03 14:40:00,412700.0,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-6624,Theft,NEWLANDS,Vehicle,TOYOTA,FORTUNER 2.5D-4D RB-2011-2017,2011.0,2023-12-02 06:11:00,225693.77,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-6634,Theft,GARSFONTEIN,Contents,,,,2023-12-01 09:14:42,22931.0,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-6720,Theft,NEWLANDS,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2011-2017,2011.0,2023-11-23 16:55:00,267704.29,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-6738,Theft,RONDEBOSCH,Vehicle,HONDA,CRV 2.4 VTEC RVSi A/T-2008-2010,2008.0,2023-11-21 04:00:00,10747.37,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-6740,Theft,BRYANSTON,Vehicle,TOYOTA,RAV4 2.0 GX-R CVT AWD-2019-2023,2019.0,2023-11-20 19:00:00,427983.39,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-6744,Theft,RONDEBOSCH,Vehicle,FIAT,500 1.4 CABRIOLET-2010-2020,2010.0,2023-11-20 00:00:00,48760.92,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,False,Cape Town
INC-6749,Theft,NEWLANDS,Vehicle,TOYOTA,HILUX 3.0 D-4D RAIDER 4X4 P/U D/C-2011-2014,2011.0,2023-11-19 10:04:00,117189.67,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-6755,Theft,MENLO PARK,Contents,,,,2023-11-18 23:59:00,55108.99,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-6757,Theft,CENTURION CENTRAL,Vehicle,VOLKSWAGEN,POLO VIVO 1.6 TRENDLINE 5Dr-2010-2014,2013.0,2023-11-18 21:08:00,134140.73,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-6779,Theft,FOURWAYS,Vehicle,TOYOTA,FORTUNER 2.7VVTi R/B A/T-2016-2020,2018.0,2023-11-17 10:00:00,11644.09,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-6796,Theft,BRYANSTON,Contents,,,,2023-11-16 01:00:00,20598.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
