Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable,METRO
INC-10852,Theft,CLAREMONT,Contents,,,,2022-10-15 06:30:00,8750.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-10874,Theft,NEWLANDS,Vehicle,VOLKSWAGEN,AMAROK 3.0 TDi H-LINE EX 4MOT A/T D/C P/U-2017-2021,2019.0,2022-10-13 18:21:00,28120.5,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-10924,Theft,SEA POINT,Vehicle,VOLVO,XC40 T4 R-DESIGN GEARTRONIC-2021-,2022.0,2022-10-08 19:00:08,6532.58,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-10933,Theft,CENTURION CENTRAL,Vehicle,TOYOTA,HILUX 3.0 D-4D RAIDER R/B P/U D/C-2008-2011,2009.0,2022-10-08 11:25:00,188739.17,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-10951,Theft,CLAREMONT,Contents,,,,2022-10-06 17:15:00,37199.85,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-10962,Theft,BRYANSTON,Contents,,,,2022-10-05 13:12:00,34626.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-11015,Theft,SEA POINT,Contents,,,,2022-10-01 09:31:00,87598.56,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-11016,Theft,SEA POINT,Vehicle,MERCEDES-BENZ,GLA 200 A/T-2014-2017,2015.0,2022-10-01 09:00:00,5870.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-11037,Armed Robbery,CAPE TOWN CITY CENTRE,Contents,,,,2022-09-30 09:50:00,0.0,,Armed Robbery,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,False,True,Cape Town
INC-11062,Theft,CLAREMONT,Contents,,,,2022-09-28 11:30:00,11944.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11065,Theft,CLAREMONT,Contents,,,,2022-09-28 06:32:00,13450.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11084,Theft,RONDEBOSCH,Contents,,,,2022-09-26 03:15:00,10000.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-11085,Theft,RONDEBOSCH,Vehicle,FORD,FIESTA ST 1.6 ECOBOOST GDTi-2018-,2018.0,2022-09-26 03:15:00,3946.37,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-11086,Theft,RONDEBOSCH,Vehicle,KIA,RIO 1.2 5DR-2011-2018,2014.0,2022-09-26 03:15:00,10637.47,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-11088,Theft,SOMERSET WEST,Contents,,,,2022-09-25 21:20:00,7895.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-11151,Theft,CAPE TOWN CITY CENTRE,Vehicle,TOYOTA,HILUX 2700i 4X4 P/U S/C-1998-2002,1999.0,2022-09-19 16:22:00,2911.36,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-11192,Theft,TABLE VIEW,Contents,,,,2022-09-15 18:00:00,51977.06,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-11243,Theft,GARSFONTEIN,Vehicle,MITSUBISHI,PAJERO iO 2000i 5Dr-2002-2003,2002.0,2022-09-08 09:30:00,4523.09,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-11247,Burglary,BEDFORDVIEW,Contents,,,,2022-09-08 01:15:00,15797.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-11262,Theft,WATERKLOOF RIDGE,Contents,,,,2022-09-07 00:30:00,14548.0,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-11265,Windscreen/ Motor glass damage,CLAREMONT,Contents,,,,2022-09-06 17:40:00,11761.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11277,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2022-09-06 00:00:00,15834.0,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,False,Cape Town
INC-11281,Theft,SEA POINT,Contents,,,,2022-09-05 11:00:00,14780.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-11283,Theft,CAPE TOWN CITY CENTRE,Vehicle,FIAT,500 900T TWINAIR POP STAR-2016-2020,2016.0,2022-09-05 09:22:00,47885.04,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-11307,Theft,BEDFORDVIEW,Vehicle,MERCEDES-BENZ,CLA45 AMG-2013-2016,2014.0,2022-09-03 16:00:00,11973.16,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-11308,Theft,CLAREMONT,Vehicle,HAVAL,JOLION 1.5T SUPER LUXURY DCT-2021-,2022.0,2022-09-03 15:30:00,2000.0,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11323,Theft,CENTURION CENTRAL,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-,2021.0,2022-09-02 20:55:00,183783.76,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-11330,Theft,CLAREMONT,Vehicle,OPEL,CORSA 1.0T ECOFLEX ENJOY 5DR (85KW)-2015-2020,2018.0,2022-09-02 06:00:00,4427.5,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11336,Theft,FOURWAYS,Vehicle,PORSCHE,CAYENNE S HYBRID TIP (E2)-2010-2014,2010.0,2022-09-01 09:00:00,11069.52,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-11345,Theft,CLAREMONT,Vehicle,VOLVO,XC 70 D5 A/T-2007-2009,2008.0,2022-08-31 07:00:00,90973.32,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11346,Theft,CLAREMONT,Vehicle,VOLKSWAGEN,TOURAN 2.0 TDi TRENDLINE DSG-2012-2016,2012.0,2022-08-31 07:00:00,2597.71,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11351,Theft,GARSFONTEIN,Vehicle,TOYOTA,PRADO VX-L 2.8GD A/T-2020-,2021.0,2022-08-30 17:57:00,1368123.4,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-11382,Burglary,NEWLANDS,Contents,,,,2022-08-27 23:00:00,44356.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-11401,Hijack,RONDEBOSCH,Vehicle,KIA,PICANTO 1.0 SMART-2017-2022,2018.0,2022-08-26 00:10:00,71053.34,Motor Vehicle - Theft,Hijack,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-11436,Theft,CLAREMONT,Contents,,,,2022-08-22 06:00:00,7269.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11440,Theft,FOURWAYS,Vehicle,FORD,RANGER 3.2TDCi 3.2 WILDTRAK 4X4 A/T P/U D/C-2015-2020,2015.0,2022-08-21 13:54:00,354097.35,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-11441,Theft,WATERKLOOF RIDGE,Contents,,,,2022-08-21 02:00:00,6945.0,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-11443,Theft,SEA POINT,Vehicle,MERCEDES-BENZ,A 200 BE-2013-2015,2015.0,2022-08-20 19:30:00,7527.5,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-11462,Theft,RONDEBOSCH,Vehicle,LAND ROVER,EVOQUE 2.0D AUTOBIOGRAPHY 147KW (D200)-2021-,2021.0,2022-08-19 13:47:00,52576.52,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-11474,Theft,BRYANSTON,Contents,,,,2022-08-18 13:10:00,4500.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-11492,Theft,SEA POINT,Vehicle,RENAULT,SANDERO 900T STEPWAY EXPRESSION-2017-2023,2019.0,2022-08-16 12:00:00,3000.74,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-11498,Theft,BRYANSTON,Contents,,,,2022-08-15 03:03:00,94672.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-11514,Theft,FOURWAYS,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2018-2021,2020.0,2022-08-13 16:50:00,533171.82,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-11552,Theft,GARSFONTEIN,Contents,,,,2022-08-10 16:00:00,16949.0,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-11597,Theft,CLAREMONT,Vehicle,BMW,X1 sDRIVE20d A/T (F48)-2015-2020,2018.0,2022-08-05 10:03:00,11405.91,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11640,Theft,SEA POINT,Contents,,,,2022-08-01 14:00:00,3635.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-11657,Theft,GARSFONTEIN,Vehicle,TOYOTA,FORTUNER 3.0D-4D 4X4 A/T-2011-2017,2013.0,2022-07-31 00:00:00,270373.23,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,False,Gauteng
INC-11675,Theft,NEWLANDS,Vehicle,BMW,320i EXCLUSIVE A/T (E90)-2008-2012,2011.0,2022-07-29 15:17:00,40250.34,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-11677,Hijack,BEDFORDVIEW,Vehicle,BMW,X3 Xdrive 20d M SPORT A/T (F25)-2018-2018,2018.0,2022-07-29 13:35:00,502372.59,Motor Vehicle - Theft,Hijack,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-11702,Attempted Theft,CENTURION CENTRAL,Contents,,,,2022-07-26 12:09:00,159792.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-11723,Theft,MENLO PARK,Vehicle,ISUZU,D-MAX 250 HO X-RIDER A/T D/C P/U-2020-2023,2022.0,2022-07-23 14:00:00,7942.6,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-11724,Theft,GARSFONTEIN,Contents,,,,2022-07-23 13:32:00,2525.0,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-11725,Theft,GARSFONTEIN,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND 4X4 P/U E/CAB-2020-,2020.0,2022-07-23 13:32:00,674328.03,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-11739,Theft,WATERKLOOF RIDGE,Vehicle,VOLKSWAGEN,EOS 2.0T FSI SPORTLINE DSG-2007-2012,2007.0,2022-07-21 15:00:00,81787.17,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-11750,Theft,RONDEBOSCH,Contents,,,,2022-07-20 23:12:00,106654.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-11758,Theft,CENTURION CENTRAL,Contents,,,,2022-07-20 04:34:00,23840.98,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-11761,Theft,SEA POINT,Vehicle,TOYOTA,PRADO GX 3.0 TDi 5d-2002-2009,2004.0,2022-07-19 14:04:00,1939.22,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-11762,Theft,GARSFONTEIN,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2018-2021,2020.0,2022-07-19 09:29:00,513562.0,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-11768,Theft,SOMERSET WEST,Contents,,,,2022-07-18 16:00:00,9250.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-11769,Theft,SEA POINT,Vehicle,MERCEDES-BENZ,B 180-2009-2012,2012.0,2022-07-18 10:00:00,24559.44,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-11778,Theft,CLAREMONT,Contents,,,,2022-07-17 03:03:00,25075.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11784,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,JIMNY 1.5 GLX A/T-2018-,2020.0,2022-07-16 23:03:27,3500.0,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-11799,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,S-PRESSO 1.0 S-EDITION-2020-2023,2021.0,2022-07-15 08:00:00,13824.81,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-11803,Theft,BEDFORDVIEW,Vehicle,TOYOTA,FORTUNER 2.8GD-6 R/B A/T-2020-,2021.0,2022-07-14 19:20:00,694893.48,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-11805,Theft,SOMERSET WEST,Contents,,,,2022-07-14 15:48:00,32247.38,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-11818,Theft,TABLE VIEW,Vehicle,TOYOTA,86 2.0-2012-2017,2012.0,2022-07-13 03:00:00,15669.64,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-11875,Theft,CENTURION CENTRAL,Vehicle,LAND ROVER,DISCOVERY 3.0 TD6 HSE-2017-2022,2019.0,2022-07-07 19:00:00,34566.53,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-11885,Theft,FOURWAYS,Vehicle,VOLKSWAGEN,POLO GTi 1.8 TSI-2015-2017,2015.0,2022-07-06 16:30:00,81784.3,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-11891,Theft,NEWLANDS,Vehicle,MAZDA,MAZDA2 1.5 INDIVIDUAL A/T 5Dr-2015-,2017.0,2022-07-06 08:00:00,3513.05,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-11919,Theft,TABLE VIEW,Contents,,,,2022-07-03 23:15:00,4699.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-11951,Theft,CLAREMONT,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 TRENDLINE (5DR)-2017-,2019.0,2022-07-01 15:14:00,10844.29,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-11995,Theft,GARSFONTEIN,Vehicle,ISUZU,KB 300 D-TEQ LX 4X4 P/U D/C-2016-2020,2019.0,2022-06-27 18:00:00,8824.6,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-12007,Theft,SEA POINT,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI TRENDLINE (66KW)-2014-2018,2017.0,2022-06-26 14:30:00,4761.49,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-12018,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2022-06-26 03:30:00,10239.0,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-12027,Theft,MENLO PARK,Vehicle,TOYOTA,FORTUNER 2.4GD-6 R/B A/T-2016-2020,2018.0,2022-06-25 08:05:00,433897.55,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-12034,Theft,BRYANSTON,Contents,,,,2022-06-24 16:09:00,48538.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-12042,Theft,NEWLANDS,Vehicle,TOYOTA,FORTUNER 3.0D-4D RAISED BODY-2006-2012,2008.0,2022-06-23 14:00:00,20000.0,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-12044,Theft,RONDEBOSCH,Vehicle,BMW,X3 xDRIVE20d A/T-2010-2014,2014.0,2022-06-23 08:27:00,24320.33,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-12061,Theft,FOURWAYS,Contents,,,,2022-06-22 03:00:00,108924.8,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-12072,Theft,CAPE TOWN CITY CENTRE,Vehicle,MINI,MINI ONE 1.6-2011-2015,2012.0,2022-06-21 00:00:00,2047.69,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,False,Cape Town
INC-12083,Theft,BRYANSTON,Contents,,,,2022-06-20 09:00:00,195926.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-12104,Theft,CAPE TOWN CITY CENTRE,Vehicle,KIA,PICANTO 1.0 STREET-2017-,2022.0,2022-06-17 20:00:00,32002.11,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-12106,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2022-06-17 16:00:00,40089.0,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-12112,Theft,FOURWAYS,Contents,,,,2022-06-17 03:30:00,144557.79,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-12148,Theft,FOURWAYS,Vehicle,TOYOTA,FORTUNER 2.4GD-6 R/B A/T-2016-2020,2017.0,2022-06-13 12:41:00,10673.74,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-12153,Hijack,CENTURION CENTRAL,Vehicle,VOLKSWAGEN,POLO 2.0 GTI DSG (147KW)-2017-2022,2019.0,2022-06-12 20:26:00,119445.57,Motor Vehicle - Theft,Hijack,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-12158,Theft,SOMERSET WEST,Vehicle,FORD,EVEREST 2.0D BI-TURBO LTD 4X4 A/T-2019-2023,2020.0,2022-06-12 11:23:00,5669.55,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-12162,Theft,FOURWAYS,Contents,,,,2022-06-12 03:00:00,7999.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-12172,Theft,CAPE TOWN CITY CENTRE,Vehicle,FORD,FIGO 1.4 TREND-2010-2018,2015.0,2022-06-11 00:00:00,3456.27,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,False,Cape Town
INC-12197,Theft,SOMERSET WEST,Contents,,,,2022-06-07 18:00:00,2373.99,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-12199,Theft,GARSFONTEIN,Contents,,,,2022-06-07 14:45:00,19674.0,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-12203,Theft,WATERKLOOF RIDGE,Contents,,,,2022-06-07 08:08:00,75308.0,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-12232,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,JIMNY 1.3-2008-2018,2016.0,2022-06-04 01:00:00,13410.76,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-12236,Theft,MENLO PARK,Vehicle,TOYOTA,FORTUNER 2.8GD-6 VX A/T-2020-,2021.0,2022-06-03 16:00:00,778911.9,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-12253,Theft,CAPE TOWN CITY CENTRE,Vehicle,VOLVO,XC90 T8 INSCRIPTION/PLUS BRIGHT AWD (HYBRID)-2015-,2017.0,2022-06-01 12:23:00,12029.0,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-12281,Theft,TABLE VIEW,Vehicle,RENAULT,CAPTUR 1.5 dCI DYNAMIQUE 5DR (66KW)-2016-2022,2016.0,2022-05-29 23:00:00,6476.27,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-12289,Theft,TABLE VIEW,Vehicle,VOLKSWAGEN,POLO 1.0 TSI COMFORTLINE DSG-2017-2023,2019.0,2022-05-28 22:00:00,18793.77,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-12300,Theft,SOMERSET WEST,Contents,,,,2022-05-28 06:00:00,8682.93,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-12332,Theft,TABLE VIEW,Vehicle,HYUNDAI,SONATA 2.4 GLS/PREMIUM A/T-2010-2013,2011.0,2022-05-25 18:00:00,5766.3,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-12344,Armed Robbery,BRYANSTON,Contents,,,,2022-05-24 15:00:00,433160.47,,Armed Robbery,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-12364,Theft,BRYANSTON,Contents,,,,2022-05-22 15:15:00,20889.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-12370,Theft,BRYANSTON,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI TRENDLINE (66KW)-2014-2018,2014.0,2022-05-22 04:35:00,77917.33,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-12384,Armed Robbery,CENTURION CENTRAL,Contents,,,,2022-05-21 03:05:00,45310.86,,Armed Robbery,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-12388,Theft,MENLO PARK,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2012.0,2022-05-21 00:53:00,50509.29,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-12402,Theft,SOMERSET WEST,Contents,,,,2022-05-19 10:10:00,141928.75,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-12418,Theft,BEDFORDVIEW,Contents,,,,2022-05-17 22:08:00,92220.98,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-12420,Theft,CLAREMONT,Contents,,,,2022-05-17 17:23:00,54121.55,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-12440,Theft,BEDFORDVIEW,Vehicle,HYUNDAI,GRAND i10 1.25 FLUID-2014-2018,2015.0,2022-05-15 15:45:00,2000.0,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-12448,Theft,CAPE TOWN CITY CENTRE,Vehicle,FIAT,PUNTO 1.4 EASY 5DR-2012-2020,2013.0,2022-05-15 02:00:00,2500.0,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-12515,Theft,CLAREMONT,Contents,,,,2022-05-09 05:09:00,31849.98,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-12540,Theft,CENTURION CENTRAL,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND RS 4X4 A/T P/U D/C-2020-,2022.0,2022-05-06 18:40:00,928313.0,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-12541,Theft,CENTURION CENTRAL,Contents,,,,2022-05-06 18:40:00,800.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-12561,Theft,NEWLANDS,Vehicle,TOYOTA,LAND CRUISER 200 V8 4.5D VX-R A/T-2017-2023,2020.0,2022-05-04 14:20:00,1667152.26,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-12567,Theft,NEWLANDS,Vehicle,FORD,ECOSPORT 1.5TDCi TITANIUM-2015-2018,2018.0,2022-05-03 15:45:00,7450.1,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-12613,Theft,SOMERSET WEST,Contents,,,,2022-04-28 00:00:00,26759.65,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,False,Cape Town
INC-12625,Theft,SEA POINT,Vehicle,TOYOTA,PRADO VX-L 3.0D A/T-2017-2020,2019.0,2022-04-26 18:35:00,280554.66,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-12631,Theft,SEA POINT,Contents,,,,2022-04-26 12:30:00,92952.21,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-12637,Theft,TABLE VIEW,Contents,,,,2022-04-26 01:00:00,5130.72,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-12644,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO 1.0 TSI TRENDLINE-2017-2023,2021.0,2022-04-25 00:00:00,22523.71,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,False,Cape Town
INC-12663,Theft,SOMERSET WEST,Vehicle,MERCEDES-BENZ,CLA200 AMG A/T-2013-2016,2016.0,2022-04-23 16:30:00,4470.15,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-12695,Theft,CAPE TOWN CITY CENTRE,Vehicle,LAND ROVER,FREELANDER II 2.2 TD4 SE A/T-2007-2010,2010.0,2022-04-21 08:20:00,13486.4,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-12705,Theft,GARSFONTEIN,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2018-2021,2019.0,2022-04-20 11:15:00,517105.0,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
